number,nationwide_number,name,sex,year_of_birth,nationality,Military,selection,year_of_selection,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,eva_hrs_mission,total_eva_hrs
515,333,"Dutton, James P.",male,1968,U.S.,TRUE,NASA- 19,2004,1,pilot,2010,STS-131,STS-131,STS-131,STS-131,362,362,0,0
516,334,"Metcalf-Lindenburger, Dorothy M.",female,1975,U.S.,FALSE,NASA- 19,2004,1,MSP,2010,STS-131,STS-131,STS-131,STS-131,362,362,0,0
517,8,"Yamazaki, Naoko",female,1970,Japan,FALSE,NASDA-4,1999,1,MSP,2010,STS-131,STS-131,STS-131,STS-131,362.8,362.8,0,0
518,335,"Walker, Shannon",female,1965,U.S.,FALSE,2004 NASA group,2004,1,flight engineer,2010,24,soyuz TMA-19,ISS,Soyuz TMA-19,3919.18,3919.18,0,0
519,107,"Skripochka, Oleg",male,1969,U.S.S.R/Russia,FALSE,RKKE-14,1997,3,flight engineer,2010,25,Soyuz TMA­01M,ISS,Soyuz TMA­01M,3824,10653.3,16.65,16.65
519,107,"Skripochka, Oleg",male,1969,U.S.S.R/Russia,FALSE,RKKE-14,1997,3,flight engineer,2016,47,Soyuz TMA­20M,ISS,Soyuz TMA­20M,4131.77,10653.3,0,16.65
519,107,"Skripochka, Oleg",male,1969,U.S.S.R/Russia,FALSE,RKKE-14,1997,3,commander,2019,61,Soyuz MS-15,ISS,not completed yet,2697.53,10653.3,0,16.65
520,108,"Kondratyev, Dmitri",male,1969,U.S.S.R/Russia,TRUE,TsPK-12,1997,1,commander,2010,26,Soyuz TMA­20,ISS,Soyuz TMA­20,3823,3823.28,10.2,10.2
521,109,"Samokutyayev, Aleksandr",male,1970,U.S.S.R/Russia,TRUE,TsPK-13,2003,2,commander,2011,27,Soyuz TMA­21,ISS,Soyuz TMA­21,3941,7955.38,6.37,10.05
521,109,"Samokutyayev, Aleksandr",male,1970,U.S.S.R/Russia,TRUE,TsPK-13,2003,2,commander,2014,41,Soyuz TMA­14M,ISS,Soyuz TMA­14M,4013,7955.38,3.63,10.05
522,110,"Borisenko, Andrei",male,1964,U.S.S.R/Russia,TRUE,RKKE-15,2003,2,flight engineer,2011,27,Soyuz TMA­21,ISS,Soyuz TMA­21,3941,14324.25,0,0
522,110,"Borisenko, Andrei",male,1964,U.S.S.R/Russia,TRUE,RKKE-15,2003,2,flight engineer,2016,49,Soyuz MS-02,ISS,Soyuz MS-02,10383.25,14324.25,0,0
523,9,"Furukawa, Satoshi",male,1964,Japan,FALSE,NASDA-4,1999,1,flight engineer,2011,28,Soyuz TMA-02M,ISS,Soyuz TMA-02M,4014,4014,0,0
524,111,"Shkaplerov, Anton",male,1972,U.S.S.R/Russia,TRUE,TsPK-13,2003,3,commander,2011,29,Soyuz TMA­22,ISS,Soyuz TMA­22,3967,12796,6.25,14.47
524,111,"Shkaplerov, Anton",male,1972,U.S.S.R/Russia,TRUE,TsPK-13,2003,3,commander,2014,42,Soyuz TMA­15M,ISS,Soyuz TMA­15M,4792,12796,0,14.47
524,111,"Shkaplerov, Anton",male,1972,U.S.S.R/Russia,TRUE,TsPK-13,2003,3,commander,2017,54,Soyuz MS-07,ISS,Soyuz MS-07,4037,12796,8.22,14.47
525,112,"Ivanishin, Anatoli",male,1969,U.S.S.R/Russia,TRUE,TsPK-13,2003,2,commander,2011,29,Soyuz TMA­22,ISS,Soyuz TMA­22,3967,6729,0,0
525,112,"Ivanishin, Anatoli",male,1969,U.S.S.R/Russia,TRUE,TsPK-13,2003,2,flight engineer,2016,48,Soyuz MS-01,ISS,Soyuz MS-01,2762,6729,0,0
526,113,"Revin, Sergei",male,1966,U.S.S.R/Russia,FALSE,RKKE-12,1996,1,flight engineer,2012,31,Soyuz TMA­04M,ISS,Soyuz TMA­04M,2999,2999.87,0,0
527,7,"Liu, Wang",male,1969,China,TRUE,China-1,2012,1,flight engineer,2012,Shenzhou 9,Shenzhou 9,Shenzhou 9,Shenzhou 9,303.5,312,0,0
528,8,"Liu, Yang",female,1978,China,TRUE,China-2,2012,1,flight engineer,2012,Shenzhou 9,Shenzhou 9,Shenzhou 9,Shenzhou 9,303.5,312,0,0
529,114,"Novitski, Oleg",male,1971,U.S.S.R/Russia,TRUE,TsPK-14,2006,2,commander,2012,33,Soyuz TMA­06M,ISS,Soyuz TMA­06M,3448,8169.83,0,0
529,114,"Novitski, Oleg",male,1971,U.S.S.R/Russia,TRUE,TsPK-14,2006,2,commander,2016,50,Soyuz MS-03,ISS,Soyuz MS-03,4721.83,8169.83,0,0
530,115,"Tarelkin, Yevgeni",male,1974,U.S.S.R/Russia,TRUE,TsPK-13,2003,1,flight engineer,2012,33,Soyuz TMA­06M,ISS,Soyuz TMA­06M,3448,3448.25,0,0
531,116,"Misurkin, Aleksandr",male,1977,U.S.S.R/Russia,TRUE,TsPK-14,2006,2,flight engineer,2013,35,Soyuz TMA-08M,ISS,Soyuz TMA-08M,3990.25,8027.5,20.03,28.25
531,116,"Misurkin, Aleksandr",male,1977,U.S.S.R/Russia,TRUE,TsPK-14,2006,2,commander,2017,53,Soyuz MS-06,ISS,Soyuz TMA-08M,4037.25,8027.5,8.22,28.25
532,6,"Parmitano, Luca",male,1976,Italy,TRUE,2009 ESA Group,2009,2,flight engineer,2013,36,Soyuz TMA-09M,ISS,Soyuz TMA-09M,3990.28,8293.31,7.65,26.88
532,6,"Parmitano, Luca",male,1976,Italy,TRUE,2009 ESA Group,2009,2,flight engineer,2019,NA,Soyuz MS-13,ISS,not completed yet,4303.03,8293.31,19.23,26.88
533,9,"Zhang, Xiaoguang",male,1968,China,TRUE,China-1,2013,1,flight engineer,2013,Shenzhou 10,Shenzhou 10,Shenzhou 10,Shenzhou 10,350,350,0,0
534,10,"Wang, Yapi",male,1980,China,TRUE,China-2,2013,1,flight engineer,2013,Shenzhou 10,Shenzhou 10,Shenzhou 10,Shenzhou 10,350,350,0,0
535,117,"Ryazanski, Sergei",male,1974,U.S.S.R/Russia,FALSE,IMBP-6,2003,2,flight engineer,2013,37,Soyuz TMA­10M,ISS,Soyuz TMA­10M,3990,7318.93,19.92,26.92
535,117,"Ryazanski, Sergei",male,1974,U.S.S.R/Russia,FALSE,IMBP-6,2003,2,commander,2017,52,Soyuz MS-05,ISS,Soyuz MS-05,3328.93,7318.93,7,26.92
536,336,"Hopkins, Michael Scott",male,1968,U.S.,TRUE,2009 NASA group,2009,1,flight engineer,2013,37,Soyuz TMA-10M,ISS,Soyuz TMA-10M,3990.42,3990.42,12.97,12.97
537,118,"Artemyev, Oleg",male,1970,U.S.S.R/Russia,TRUE,RKKE-15,2003,2,flight engineer,2014,39,Soyuz TM­A12M,ISS,Soyuz TM­A12M,4062,8784,12.57,20.34
537,118,"Artemyev, Oleg",male,1970,U.S.S.R/Russia,TRUE,RKKE-15,2003,2,commander,2018,55,Soyuz MS-08,ISS,Soyuz MS-08,4722,8784,7.77,20.34
538,337,"Wiseman, Gregory Reid",male,1975,U.S.,TRUE,2009 NASA group,2009,1,MSP,2014,40,Soyuz TMA-13M,ISS,Soyuz TMA-13M,3968.1,3968.1,12.78,12.78
539,11,"Gerst, Alexander",male,1976,Germany,FALSE,ESA-3/EAC,2009,2,flight engineer,2014,40,Soyuz TMA-13M,ISS,Soyuz TMA-13M,3968.02,8689.84,6.22,6.22
539,11,"Gerst, Alexander",male,1976,Germany,FALSE,ESA-3/EAC,2009,2,flight engineer,2018,56,Soyuz MS-09,ISS,Soyuz MS-09,4721.82,8689.84,0,6.22
540,119,"Serova, Yelena",female,1976,U.S.S.R/Russia,FALSE,RKKE-15,2006,1,flight engineer,2014,41,Soyuz TMA­14M,ISS,Soyuz TMA­14M,4013,4013.7,0,0
541,7,"Cristofretti, Samantha",female,1977,Italy,TRUE,2009 ESA Group,2009,1,flight engineer,2014,42,Soyuz TMA-15M,ISS,Soyuz TMA-15M,4783.5,4783.5,0,0
542,10,"Yui, Kimiya",male,1970,Japan,TRUE,JAXA-5,2009,1,flight engineer,2015,44,Soyuz TMA-17M,ISS,Soyuz TMA-17M,3400,3400,0,0
543,338,"Lindgren, Kjell Norwood",male,1973,U.S.,TRUE,2009 NASA group,2009,1,flight engineer,2015,44,Soyuz TMA-17M,ISS,Soyuz TMA-17M,3400.15,3400.15,15.07,15.07
544,1,"Mogensen, Andreas",male,1976,Denmark,FALSE,ESA-3/EAC,2009,1,flight engineer,2015,Soyuz TMA-18M/16M,Soyuz TMA-18M,Soyuz TMA-18M,Soyuz TMA-16M,236.23,236.23,0,0
545,1,Aidyn (Aydyn) Akanovich Aimbetov,male,1972,Kazakhstan,TRUE,Kzazkh Cosmonaut Group 1,2012,1,flight engineer,2015,Soyuz TMA-18M/16M,Soyuz TMA-18M,Soyuz TMA-18M/16M,Soyuz TMA-16M,236.23,236.23,0,0
546,2,"Peake, Timothy Nigel",male,1972,U.K.,TRUE,2009 ESA Group,2009,1,pilot,2015,46,Soyuz TMA-19M,ISS,Soyuz TMA-19M,4462,4462,4.72,4.72
547,120,"Ovchinin, Aleksey",male,1971,U.S.S.R/Russia,TRUE,TsPK-14,2006,3,commander,2016,47,Soyuz TMA­20M,ISS,Soyuz TMA­20M,4132,8995.75,0,6
547,120,"Ovchinin, Aleksey",male,1971,U.S.S.R/Russia,TRUE,TsPK-14,2006,3,commander,2019,57,Soyuz MS-10,aborted,aborted,0,8995.75,0,6
547,120,"Ovchinin, Aleksey",male,1971,U.S.S.R/Russia,TRUE,TsPK-14,2006,3,commander,2019,59,Soyuz MS-12,ISS,Soyuz MS-12,4863.75,8995.75,6,6
548,11,"Onishi, Takuya",male,1975,Japan,FALSE,JAXA-5,2009,1,flight engineer,2016,48,Soyuz MS,ISS,Soyuz MS,6902.35,6902.35,0,0
549,339,"Rubins, Kathleen",female,1978,U.S.,FALSE,NASA-20,2009,1,flight engineer,2016,48,Soyuz MS,ISS,Soyuz MS,6902.35,6902.35,12.77,12.77
550,11,"Chen, Dong",male,1978,China,TRUE,China-2,2010,1,flight engineer,2016,Shenzhou 11,Shenzhou 11,Shenzhou 11,Shenzhou 11,774.5,774.5,0,0
551,121,"Ryzhikov, Sergey",male,1974,U.S.S.R/Russia,TRUE,TsPK-14,2006,1,commander,2016,49,Soyuz MS-02,ISS,Soyuz MS-02,10383.25,10383.25,0,0
552,121,"Pesquet, Thomas",male,1978,France,FALSE,ESA-3/EAC,2009,1,flight engineer,2016,50,Soyuz MS-03,ISS,Soyuz MS-03,4721.83,15105.08,13,13
553,340,"Fischer, Jack",male,1974,U.S.,TRUE,NASA-20,2009,1,flight engineer,2017,51,Soyuz MS-04,ISS,Soyuz MS-04,3258.13,3258.13,7,7
554,341,"Vande Hei, Mark",male,1966,U.S.,TRUE,NASA-20,2009,1,flight engineer,2017,53,Soyuz MS-06,ISS,Soyuz MS-06,4037.23,4037.23,27,27
555,342,"Tingle, Scott",male,1965,U.S.,TRUE,NASA-20,2009,1,flight engineer,2017,54,Soyuz MS-07,ISS,Soyuz MS-07,4037,4037,7.4,7.4
556,12,"Kanai, Norishige",male,1976,Japan,FALSE,JAXA-5,2009,1,flight engineer,2017,54,Soyuz MS-07,ISS,Soyuz MS-07,4037,4037,5.95,5.95
557,122,"Prokopyev, Sergei",male,1975,U.S.S.R/Russia,TRUE,TsPK-15,2010,1,commander,2018,56,Soyuz MS-09,ISS,Soyuz MS-09,4722,4722,15.52,15.52
558,343,"Auñón-Chancellor, Serena",female,1976,U.S.,FALSE,NASA-20,2009,1,flight engineer,2018,56,Soyuz MS-09,ISS,Soyuz MS-09,4722,4722,0,0
559,344,"Hague, Tyler",male,1975,U.S.,TRUE,NASA-21,2013,2,flight engineer,2018,57,Soyuz MS-10,aborted,aborted,0,4864,19.93,19.93
559,433,"Hague, Tyler",male,1975,U.S.,TRUE,NASA-21,2013,2,flight engineer,2019,59,Soyuz MS-12,ISS,Soyuz MS-12,4864,4864,19.93,19.93
560,10,"Saint-Jaques, David",male,1970,Canada,FALSE,CSA-3,2009,1,flight engineer,2018,57,Soyuz MS-11,ISS,Soyuz MS-11,4887,4887,6.5,6.5
561,345,"McClain, Anne Charlotte",female,1979,U.S.,TRUE,NASA-21,2013,1,flight engineer,2018,57,Soyuz MS-11,ISS,Soyuz MS-11,4887,4887,13.13,13.13
562,346,"Koch, Christina",female,1979,U.S.,FALSE,NASA-21,2013,1,flight engineer,2019,59,Soyuz MS-12,ISS,not completed yet,7372.3,7372.3,27.8,27.8
563,347,"Morgan, Andrew",male,1976,U.S.,TRUE,NASA-21,2013,1,flight engineer,2019,60,Soyuz MS-13,ISS,not completed yet,4303.08,4303.08,39.52,39.52
564,348,"Meir, Jessica",female,1977,U.S.,FALSE,NASA-21,2013,1,flight engineer,2019,60,Soyuz MS-15,ISS,not completed yet,2697.6,2697.6,7.28,7.28
565,1,"Al Mansoori, Hazzaa",male,1983,UAE,TRUE,MBRSC Selection 1,2018,1,spaceflight participant,2019,EP-19,Soyuz MS-15,ISS,Soyuz MS-12,189,189,0,0
