"groups","claim","status","statistics.sources","date.year","date.month","date.day","statistics.# wounded_low","statistics.# wounded_high","statistics.# killed_low","statistics.# killed_high","statistics.# killed_low_civilian","statistics.# killed_high_civilian","statistics.# killed_low_political","statistics.# killed_high_political","statistics.# killed_low_security","statistics.# killed_high_security","statistics.# belt_bomb","statistics.# truck_bomb","statistics.# car_bomb","statistics.# weapon_oth","statistics.# weapon_unk","target.weapon","target.region","target.subregion","target.country","target.province","target.city","target.location","target.latitude","target.longtitude","target.desc","target.type","target.nationality","statistics.# attackers","statistics.# female_attackers","statistics.# male_attackers","statistics.# unknown_attackers","attacker.gender"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2008","12","4","22","22","9","9","2","2","0","0","7","7","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Al-Anbar","Fallujah","Al-Julan neighborhood, police station in a crowded residential area","33.36","43.77","Iraqi Police station","Security","Iraqi","1","0","0","1","Unknown"
"Boko Haram (Shekau Faction)","Suspected","Confirmed Suicide","4","2017","6","3","18","18","6","6","6","6","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Western Africa","Nigeria","Borno","Maiduguri","Mosque, Goni Kachallari region of Maiduguri","11.833333","13.15","Civilians leaving a mosque","Civilian","Nigerian","1","1","0","0","Female"
"Taliban (IEA)","Claimed","Confirmed Suicide","5","2019","7","7","50","179","12","12","4","4","0","0","8","8","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Ghazni","Ghazni City","Near an Intelligence Department Compound","33.54","68.43","Intelligence Unit","Security","Afghan","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Possible - Conflicting Reports","2","2018","2","5","0","2","0","1","0","1","0","0","0","0","0","0","0","1","0","Motorcycle bomb","Asia","Western Asia","Iraq","Kirkuk","Daquq","Marketplace","35.138411","44.444667","Civilians in marketplace","Civilian","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2006","12","1","5","7","1","3","0","0","0","0","1","3","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Al-Anbar","Ramadi","Ramadi University entrance","33.434167","43.268611","Iraqi Police checkpoint","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2015","4","2","7","7","6","16","0","0","0","0","6","16","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Sala ad-Din","Bayji","Oil Refinery, Bayji Oil Refinery","34.93","43.48","Refinery security officials","Civilian","Iraqi","2","0","2","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2015","4","2","7","7","6","16","0","0","0","0","6","16","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Sala ad-Din","Bayji","Oil Refinery, Bayji Oil Refinery","34.93","43.48","Refinery security officials","Civilian","Iraqi","2","0","2","0","Male"
"Hamas","Claimed","Confirmed Suicide","3","2002","9","4","7","60","5","5","5","5","0","0","0","0","0","0","0","1","0","Other PBIED","Asia","Western Asia","Israel","Tel Aviv","Tel Aviv","Street, Allenby Street, Outside Tel Aviv's Main Synagogue","32.08088","34.78057","Public Bus #4 transporting Israeli civilians","Civilian","Israeli","1","0","1","0","Male"
"Palestinian Islamic Jihad","Claimed","Confirmed Suicide","3","2002","9","4","7","60","5","5","5","5","0","0","0","0","0","0","0","1","0","Other PBIED","Asia","Western Asia","Israel","Tel Aviv","Tel Aviv","Street, Allenby Street, Outside Tel Aviv's Main Synagogue","32.08088","34.78057","Public Bus #4 transporting Israeli civilians","Civilian","Israeli","1","0","1","0","Male"
"Al-Shabaab","Claimed","Confirmed Suicide","5","2007","6","7","0","0","6","7","0","0","0","0","6","7","0","0","1","0","0","Car bomb","Africa","Eastern Africa","Somalia","Banaadir","Mogadishu","Unspecified Base Type, Ethiopian military base","2.03711","45.34375","Ali Mohamed Gedi, Somali Prime Minister","Political","Somali","1","0","1","0","Male"
"Hamas","Claimed","Confirmed Suicide","10","1997","7","3","140","170","12","18","12","18","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Israel","Jerusalem","Jerusalem (West)","Market, Ben Yehuda Street","31.78199","35.21961","Mahane Yehuda outdoor market","Civilian","Israeli","2","0","2","0","Male"
"Hamas","Claimed","Confirmed Suicide","10","1997","7","3","140","170","12","18","12","18","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Israel","Jerusalem","Jerusalem (West)","Market, Ben Yehuda Street","31.78199","35.21961","Mahane Yehuda outdoor market","Civilian","Israeli","2","0","2","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2005","2","4","0","0","1","1","0","0","0","0","1","1","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Mansour district","33.34","44.4","Iraqi National Guard checkpoint","Security","Iraqi","1","0","1","0","Male"
"Islamic State","Claimed","Possible - Too Few Sources","1","2015","9","6","37","37","15","15","15","15","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Diyala","Balad Ruz","Restaurant, The eastern entrance to the city","33.69","45.06","Restaurant on the eastern road","Civilian","Iraqi","1","0","0","1","Unknown"
"Islamic State - Khorasan Province","Claimed","Confirmed Suicide","4","2019","6","4","11","13","9","11","1","1","0","0","0","0","0","0","0","1","0","Unspecified PBIED","Asia","Southern Asia","Afghanistan","Nangarhar","Jalalabad","Unknown Jalalabad","34.43","70.45","Police checkpoint","Security","Afghan","1","0","1","0","Male"
"Taliban (IEA)","Claimed","Confirmed Suicide","3","2006","4","4","3","4","0","0","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kandahar","Howz-e Madad","""highway about 30 kilometers (18 miles) west of the southern city of Kandahar""","31.55","65.32","United States Protection and Investigation (USPI) private security convoy","Security","American","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2016","7","6","8","9","6","11","6","11","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Sala ad-Din","Sharqat","Crowded area outside of city","35.486038","43.240801","crowd of Iraqi civilians escaping besieged town of Sharqat","Civilian","Iraqi","1","0","1","0","Male"
"Al-Qaeda in Iraq","Claimed","Confirmed Suicide","2","2005","4","4","6","6","4","4","0","0","0","0","4","4","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Babil","Mahawil","Marketplace","32.65","44.4","Iraqi Police patrol","Security","Iraqi","1","0","1","0","Male"
"Fatah al-Islam","Suspected","Confirmed Suicide","3","2007","5","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Lebanon","North Lebanon","Tripoli","Mitein Street","34.433","35.85","Lebanese Security Forces","Security","Lebanese","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2014","2","4","60","60","5","5","5","5","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Western Asia","Syria","Aleppo (Halab)","Bab al-Salama","near Turkey's Oncupinar border post","36.633971","37.085291","Camp for Syrian refugees","Civilian","Syrian","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","5","2014","1","4","16","42","9","26","0","0","0","0","9","26","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Inside Army recruitment center","33.34","44.4","Iraqi Army Recruits","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2014","10","5","0","0","3","3","0","0","0","0","3","3","0","0","1","0","0","Car bomb","Africa","Northern Africa","Libya","Benghazi","Benghazi","central Benghazi district of Boudhima","32.11","20.06","Government-allied militia checkpoint","Security","Libyan","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2003","10","1","10","12","10","12","10","12","0","0","0","0","0","1","0","0","0","Truck bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","International Organization Headquarters, Mansour district, Andalus neighborhood","33.34","44.4","International Red Cross Headquarters","Political","Multinational","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2008","2","6","0","0","3","3","0","0","0","0","3","3","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Al-Anbar","Saqlawiyah","the Sheikh's convoy stopped at a checkpoint","33.396389","43.683333","Sheikh Ibraheem Teeri","Security","Iraqi","3","0","3","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2008","2","6","0","0","3","3","0","0","0","0","3","3","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Al-Anbar","Saqlawiyah","the Sheikh's convoy stopped at a checkpoint","33.396389","43.683333","Sheikh Ibraheem Teeri","Security","Iraqi","3","0","3","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2008","2","6","0","0","3","3","0","0","0","0","3","3","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Al-Anbar","Saqlawiyah","the Sheikh's convoy stopped at a checkpoint","33.396389","43.683333","Sheikh Ibraheem Teeri","Security","Iraqi","3","0","3","0","Male"
"Taliban (IEA)","Claimed","Confirmed Suicide","4","2009","1","1","7","10","1","1","1","1","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Khost","Sara Bagh (Salerno)","NATO base","33.42","70.07","NATO-ISAF Forward Operating Base (FOB) Camp Salerno","Security","American","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Possible - Conflicting Reports","2","2009","2","6","0","0","0","4","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Southern Asia","Pakistan","Khyber-Pakhtunkhwa","Lakki Marwat","Marwat Canal, between Bramkhel and Kherokhel","32.6","70.85","Pakistani Police post","Security","Pakistani","2","0","0","2","Unknown"
"Unknown Group","Unclaimed","Possible - Conflicting Reports","2","2009","2","6","0","0","0","4","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Southern Asia","Pakistan","Khyber-Pakhtunkhwa","Lakki Marwat","Marwat Canal, between Bramkhel and Kherokhel","32.6","70.85","Pakistani Police post","Security","Pakistani","2","0","0","2","Unknown"
"Unknown Group","Unclaimed","Possible - Too Few Sources","1","2010","8","4","3","3","0","0","0","0","0","0","0","0","0","0","0","1","0","Motorcycle bomb","Asia","Southern Asia","Afghanistan","Herat","Adraskan District","Market, Bazaar, Shindand district","31.788546","64.680084","Bazaar","Civilian","Afghan","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2004","2","2","0","0","50","55","0","0","0","0","50","55","0","1","0","0","0","Truck bomb","Asia","Western Asia","Iraq","Babil","Iskandariyah","Police Station","32.87","44.34","Iraqi Police recruits","Security","Iraqi","1","1","0","0","Female"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2015","10","3","0","0","9","10","9","10","0","0","0","0","0","0","0","1","0","Unspecified","Africa","Western Africa","Nigeria","Yobe","Damaturu","Outskirts of Damaturu","11.747","11.9608","Nigerian Fulani herders settlement","Civilian","Nigerian","2","0","2","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2015","10","3","0","0","9","10","9","10","0","0","0","0","0","0","0","1","0","Unspecified","Africa","Western Africa","Nigeria","Yobe","Damaturu","Outskirts of Damaturu","11.747","11.9608","Nigerian Fulani herders settlement","Civilian","Nigerian","2","0","2","0","Male"
"Al-Qaeda in Iraq","Claimed","Confirmed Suicide","3","2005","3","3","0","12","3","5","0","0","0","0","3","5","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Diyala","Baqubah","Mafraq district, Iraqi Army Checkpoint","33.74","44.64","Iraqi Army checkpoint","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Possible - Too Few Sources","2","2008","4","5","7","8","1","2","0","0","0","0","1","2","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Sala ad-Din","Bayji","checkpoint 12 miles north of Bayij","34.93","43.48","Sahwa/Awakening Council checkpoint","Security","Iraqi","1","0","0","1","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","5","2010","7","5","20","27","4","5","0","0","0","0","4","5","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kondoz","Kunduz","Inside Office of Development Alternatives Inc.","36.72","68.87","Development Alternatives Inc. Offices","Security","American","6","0","0","6","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","5","2010","7","5","20","27","4","5","0","0","0","0","4","5","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kondoz","Kunduz","Inside Office of Development Alternatives Inc.","36.72","68.87","Development Alternatives Inc. Offices","Security","American","6","0","0","6","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","5","2010","7","5","20","27","4","5","0","0","0","0","4","5","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kondoz","Kunduz","Inside Office of Development Alternatives Inc.","36.72","68.87","Development Alternatives Inc. Offices","Security","American","6","0","0","6","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","5","2010","7","5","20","27","4","5","0","0","0","0","4","5","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kondoz","Kunduz","Inside Office of Development Alternatives Inc.","36.72","68.87","Development Alternatives Inc. Offices","Security","American","6","0","0","6","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","5","2010","7","5","20","27","4","5","0","0","0","0","4","5","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kondoz","Kunduz","Inside Office of Development Alternatives Inc.","36.72","68.87","Development Alternatives Inc. Offices","Security","American","6","0","0","6","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","5","2010","7","5","20","27","4","5","0","0","0","0","4","5","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kondoz","Kunduz","Inside Office of Development Alternatives Inc.","36.72","68.87","Development Alternatives Inc. Offices","Security","American","6","0","0","6","Unknown"
"Boko Haram (Shekau Faction)","Suspected","Confirmed Suicide","5","2017","4","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Western Africa","Nigeria","Borno","Maiduguri","University, Near the fence surrounding the University of Maiduguri","11.833333","13.15","The University of Maiduguri in Nigeria","Civilian","Nigerian","1","1","0","0","Female"
"Riyadus Salikhiin","Suspected","Confirmed Suicide","3","2010","4","5","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","Belt bomb","Europe","Eastern Europe","Russia","Ingushetia","Nazran","Village of Ekazhevo","43.217496","44.764406","Ingush Police Officers","Security","Russian","1","1","0","0","Female"
"Unknown Group","Unclaimed","Possible - Too Few Sources","1","2014","9","1","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Kondoz","Kondoz Province","Market, Bathroom of a market","36.726131","68.865189","Civilians shopping at the market","Civilian","Afghan","1","0","0","1","Unknown"
"Jama'at Al-Tawhid Wa'al-Jihad","Claimed","Confirmed Suicide","4","2004","5","4","20","25","6","7","5","6","0","0","1","1","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","14th of July Bridge checkpoint at the entrance to the Green Zone","33.34","44.4","Entrance to US-Baghdad Headquarters","Security","American","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2015","4","7","3","11","0","3","0","0","0","0","0","3","0","0","0","1","0","Unspecified","Asia","Southern Asia","Afghanistan","Hilmand","Lashkar Gah","Afghan National Police (ANP) station","31.59","64.37","Afghan National Police","Security","Afghan","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2017","6","7","3","3","2","2","2","2","0","0","0","0","0","0","0","1","0","Other PBIED","Africa","Western Africa","Nigeria","Borno","Maiduguri","Jere area, outskirts of Maiduguri","11.833333","13.15","Civilians in residential area of Jere","Civilian","Nigerian","1","1","0","0","Female"
"Taliban (IEA)","Claimed","Confirmed Suicide","4","2006","10","2","4","4","0","0","0","0","0","0","0","0","0","0","0","1","0","Motorcycle bomb","Asia","Southern Asia","Afghanistan","Kandahar","Kandahar City","8th Precinct of Kandahar City","31.61","65.71","NATO-ISAF military convoy","Security","Canadian","1","0","1","0","Male"
