"Name","Number of Permits.1 unit","Number of Permits.2 units","Number of Permits.3-4 units","Number of Permits.5+ units","Period.full","Period.month","Period.month name","Period.year","Valuations.1 unit","Valuations.2 units","Valuations.3-4 units","Valuations.5+ units"
"Maine","560","26","22","36","2005/03","3","March","2005","89150","3437","1331","2708"
"New York","1506","352","558","1880","2005/03","3","March","2005","278727","27624","42596","125349"
"Montana","314","50","43","119","2005/03","3","March","2005","46956","4881","3882","7990"
"Nevada","3256","8","167","277","2005/03","3","March","2005","453318","613","12006","29793"
"Hawaii","936","12","24","108","2005/03","3","March","2005","200480","1571","10400","12196"
"Mississippi","982","8","14","198","2005/04","4","April","2005","131118","742","721","9154"
"Oklahoma","1401","38","18","224","2005/04","4","April","2005","205596","2271","946","11509"
"Minnesota","3013","38","53","531","2005/04","4","April","2005","530760","4727","7886","100004"
"Illinois","4471","156","244","1105","2005/04","4","April","2005","860364","15789","22804","119628"
"Georgia","7297","36","49","1125","2005/04","4","April","2005","1027991","2349","3440","76083"
"Arkansas","1022","30","33","33","2005/04","4","April","2005","150400","2920","1732","1742"
"New Mexico","1103","2","11","54","2005/04","4","April","2005","163090","100","955","2677"
"Indiana","3118","126","71","519","2005/04","4","April","2005","516787","13229","6239","23946"
"Maryland","2407","26","23","329","2005/04","4","April","2005","381357","1773","1931","40161"
"Texas","14645","132","224","3167","2005/04","4","April","2005","2168174","10631","15023","203814"
"Wyoming","262","2","7","25","2005/04","4","April","2005","51707","130","1094","1187"
"Tennessee","3451","26","119","472","2005/04","4","April","2005","494542","1368","4676","38533"
"Iowa","1331","34","34","490","2005/04","4","April","2005","212414","1926","2787","34269"
"Wisconsin","2742","188","109","579","2005/04","4","April","2005","464005","22950","9530","35997"
"Arizona","7037","44","38","1458","2005/04","4","April","2005","1055193","4009","3779","98443"
"Louisiana","1735","20","10","31","2005/04","4","April","2005","234115","1180","820","2698"
"Michigan","3930","42","50","452","2005/04","4","April","2005","586722","3472","5063","32936"
"Kansas","1017","94","12","187","2005/04","4","April","2005","156195","7979","1188","12927"
"Utah","2199","22","39","82","2005/04","4","April","2005","368589","2430","4157","6188"
"Virginia","4702","18","85","242","2005/04","4","April","2005","791886","1563","8812","12028"
"Oregon","2335","42","77","432","2005/04","4","April","2005","441475","4988","8412","41106"
"Connecticut","687","14","11","195","2005/04","4","April","2005","144428","993","782","12670"
"District of Columbia","6","0","4","216","2005/04","4","April","2005","786","0","421","17500"
"New Hampshire","549","42","3","83","2005/04","4","April","2005","99321","5619","413","6496"
"Massachusetts","1095","96","59","471","2005/04","4","April","2005","229182","11531","5442","49616"
"West Virginia","467","2","0","0","2005/04","4","April","2005","85623","100","0","0"
"South Carolina","3553","48","14","426","2005/04","4","April","2005","505587","5172","1360","38938"
"Vermont","274","22","7","19","2005/04","4","April","2005","42142","2109","747","794"
"Delaware","749","0","0","97","2005/04","4","April","2005","85405","0","0","6333"
"North Dakota","277","2","15","130","2005/04","4","April","2005","38887","260","1669","8281"
"California","14519","310","502","2871","2005/04","4","April","2005","3008169","31280","49612","321752"
"Pennsylvania","3235","84","89","465","2005/04","4","April","2005","539388","8548","6457","33860"
"Florida","18073","204","132","6985","2005/04","4","April","2005","3169346","20949","18939","704329"
"Kentucky","1829","12","58","462","2005/04","4","April","2005","246770","736","2056","18974"
"Rhode Island","161","8","4","11","2005/04","4","April","2005","26938","975","246","560"
"Nebraska","776","8","3","80","2005/04","4","April","2005","116498","1043","133","6208"
"Missouri","2713","150","83","580","2005/04","4","April","2005","433511","11756","6069","31320"
"Ohio","4569","78","212","503","2005/04","4","April","2005","821088","7224","16572","28800"
"Alabama","2081","16","59","136","2005/04","4","April","2005","284365","1098","2192","21922"
"South Dakota","546","10","20","89","2005/04","4","April","2005","79345","1017","1036","4898"
"Alaska","189","38","18","189","2005/04","4","April","2005","40122","6101","1940","24187"
"Colorado","3714","48","31","298","2005/04","4","April","2005","743028","4189","4229","26330"
"Idaho","1628","28","91","85","2005/04","4","April","2005","261667","2731","4052","6068"
"New Jersey","1805","290","163","1532","2005/04","4","April","2005","284006","25039","11522","43095"
"Washington","3512","90","126","722","2005/04","4","April","2005","639057","9046","13150","55456"
"North Carolina","7714","44","89","1278","2005/04","4","April","2005","1201282","3841","6897","98666"
"Maine","701","22","3","65","2005/04","4","April","2005","104749","2080","261","8078"
"New York","2188","520","381","2477","2005/04","4","April","2005","414130","49157","33988","214437"
"Montana","394","6","8","64","2005/04","4","April","2005","62546","632","827","6700"
"Nevada","2895","4","79","1156","2005/04","4","April","2005","399777","246","5399","90045"
"Hawaii","555","2","15","250","2005/04","4","April","2005","125188","250","1739","43942"
"Mississippi","1022","6","19","118","2005/05","5","May","2005","136645","402","1146","15858"
"Oklahoma","1353","14","13","27","2005/05","5","May","2005","202786","1062","616","1598"
"Minnesota","3509","34","37","274","2005/05","5","May","2005","604919","4327","4371","23961"
"Illinois","4668","162","271","1185","2005/05","5","May","2005","876581","18007","24206","98439"
"Georgia","8147","36","25","2329","2005/05","5","May","2005","1345154","2745","2858","169857"
"Arkansas","892","82","15","294","2005/05","5","May","2005","140123","7206","564","19843"
"New Mexico","1334","0","4","21","2005/05","5","May","2005","206070","0","223","1005"
"Indiana","3161","124","43","324","2005/05","5","May","2005","519662","12772","3738","18312"
"Maryland","2381","18","22","480","2005/05","5","May","2005","371490","1448","1867","49970"
"Texas","14307","180","239","2599","2005/05","5","May","2005","2148039","13400","13226","184130"
"Wyoming","287","4","10","15","2005/05","5","May","2005","57890","410","1222","705"
"Tennessee","3390","74","47","205","2005/05","5","May","2005","514026","5721","1976","12824"
"Iowa","1194","38","51","238","2005/05","5","May","2005","189901","3965","4273","20092"
"Wisconsin","2975","204","84","491","2005/05","5","May","2005","503163","21337","7295","63309"
"Arizona","7163","36","52","325","2005/05","5","May","2005","1094950","2321","4873","28142"
"Louisiana","1672","18","19","196","2005/05","5","May","2005","220205","959","1000","12693"
"Michigan","4025","50","80","712","2005/05","5","May","2005","611785","4459","7974","54318"
"Kansas","1001","82","26","55","2005/05","5","May","2005","155802","8002","2266","2185"
"Utah","2336","34","82","105","2005/05","5","May","2005","382596","4293","7535","7637"
"Virginia","5030","36","18","177","2005/05","5","May","2005","713598","4835","1446","14507"
"Oregon","2233","74","65","352","2005/05","5","May","2005","426115","8823","5409","30610"
"Connecticut","972","12","20","103","2005/05","5","May","2005","192309","1831","1809","6867"
"District of Columbia","14","0","0","360","2005/05","5","May","2005","1510","0","0","13650"
"New Hampshire","763","28","17","74","2005/05","5","May","2005","139074","3368","1649","6458"
"Massachusetts","1335","108","74","743","2005/05","5","May","2005","287205","11634","8405","70157"
"West Virginia","463","2","0","20","2005/05","5","May","2005","80051","120","0","664"
"South Carolina","3721","14","22","594","2005/05","5","May","2005","542643","1026","1692","102008"
"Vermont","400","22","7","18","2005/05","5","May","2005","60813","2655","519","1316"
"Delaware","597","14","32","83","2005/05","5","May","2005","73859","989","3170","5590"
"North Dakota","192","34","67","246","2005/05","5","May","2005","31093","4023","6688","14616"
"California","14188","284","617","2901","2005/05","5","May","2005","2933031","31864","68026","333287"
"Pennsylvania","3524","12","51","333","2005/05","5","May","2005","567852","954","4746","31959"
"Florida","17311","224","275","4719","2005/05","5","May","2005","2987137","21314","36866","628247"
"Kentucky","1718","36","24","282","2005/05","5","May","2005","239581","2652","1611","18050"
"Rhode Island","175","10","3","19","2005/05","5","May","2005","30769","580","246","744"
"Nebraska","923","6","4","10","2005/05","5","May","2005","134934","494","250","603"
"Missouri","2176","92","101","293","2005/05","5","May","2005","346434","7097","8993","22968"
"Ohio","4333","176","230","395","2005/05","5","May","2005","758713","13481","18659","24146"
"Alabama","2089","10","4","1594","2005/05","5","May","2005","283941","503","220","93421"
"South Dakota","455","12","4","68","2005/05","5","May","2005","66077","564","275","3831"
"Alaska","211","56","30","5","2005/05","5","May","2005","41746","8861","4020","629"
"Colorado","3580","50","29","130","2005/05","5","May","2005","726259","9401","3144","10782"
"Idaho","1785","56","181","14","2005/05","5","May","2005","290556","5550","11336","656"
"New Jersey","1729","318","168","815","2005/05","5","May","2005","282352","29406","15565","51530"
"Washington","3586","140","115","443","2005/05","5","May","2005","653068","19767","12248","36958"
"North Carolina","7440","76","24","929","2005/05","5","May","2005","1191298","7463","1229","59583"
"Maine","858","26","20","35","2005/05","5","May","2005","137281","2332","2126","2309"
"New York","2341","462","499","2198","2005/05","5","May","2005","454017","41460","44781","177914"
"Montana","467","8","22","63","2005/05","5","May","2005","68881","922","2223","6159"
"Nevada","3602","54","70","446","2005/05","5","May","2005","482412","5567","4901","30601"
"Hawaii","645","2","16","157","2005/05","5","May","2005","156788","250","1995","27594"
"Mississippi","1108","14","24","61","2005/06","6","June","2005","146360","793","1387","3671"
"Oklahoma","1374","22","46","293","2005/06","6","June","2005","203389","1619","2666","17579"
"Minnesota","3292","14","46","478","2005/06","6","June","2005","583666","1895","4387","80776"
"Illinois","4906","170","254","691","2005/06","6","June","2005","931079","19450","22902","65522"
"Georgia","8070","70","36","601","2005/06","6","June","2005","1138497","8295","2868","41268"
"Arkansas","998","54","18","177","2005/06","6","June","2005","157051","4174","957","7574"
"New Mexico","1281","2","9","55","2005/06","6","June","2005","190166","180","464","2732"
"Indiana","3082","78","72","408","2005/06","6","June","2005","496307","8017","6539","20591"
"Maryland","2602","316","15","377","2005/06","6","June","2005","413112","17651","1276","57246"
"Texas","15241","260","549","2494","2005/06","6","June","2005","2322379","18996","29921","163832"
"Wyoming","261","4","11","29","2005/06","6","June","2005","47958","239","1519","1387"
"Tennessee","3718","58","113","664","2005/06","6","June","2005","538777","3059","4121","44393"
"Iowa","1339","36","24","181","2005/06","6","June","2005","212273","4286","1975","16248"
"Wisconsin","2924","204","75","782","2005/06","6","June","2005","507326","20449","11195","50673"
"Arizona","7987","42","63","645","2005/06","6","June","2005","1172854","3639","5114","53924"
"Louisiana","1889","32","6","100","2005/06","6","June","2005","243038","3057","347","6882"
"Michigan","4233","62","56","326","2005/06","6","June","2005","632307","5145","6617","28376"
